  0%|                                                                                                    | 0/1181 [00:00<?, ?it/s]/workspace/safety-degradation-finetuning/venv/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:838: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
                                                                                                                                  
{'loss': 1.3586, 'grad_norm': 3.0659661293029785, 'learning_rate': 0.0, 'num_tokens': 544.0, 'mean_token_accuracy': 0.28541581332683563, 'epoch': 0.0}
{'loss': 1.3027, 'grad_norm': 2.789015293121338, 'learning_rate': 1.5966386554621848e-05, 'num_tokens': 13250.0, 'mean_token_accuracy': 0.23901885747909546, 'epoch': 0.02}
{'loss': 1.4787, 'grad_norm': 2.641033172607422, 'learning_rate': 1.6806722689075634e-05, 'num_tokens': 13695.0, 'mean_token_accuracy': 0.36796844005584717, 'epoch': 0.02}
{'loss': 0.9998, 'grad_norm': 3.1299545764923096, 'learning_rate': 1.7647058823529414e-05, 'num_tokens': 14312.0, 'mean_token_accuracy': 0.33923935890197754, 'epoch': 0.02}
{'loss': 1.4164, 'grad_norm': 2.670470714569092, 'learning_rate': 1.8487394957983196e-05, 'num_tokens': 14887.0, 'mean_token_accuracy': 0.3486086428165436, 'epoch': 0.02}
{'loss': 1.2171, 'grad_norm': 2.1934499740600586, 'learning_rate': 1.9327731092436976e-05, 'num_tokens': 15458.0, 'mean_token_accuracy': 0.2673717141151428, 'epoch': 0.02}
{'loss': 1.0444, 'grad_norm': 1.9561985731124878, 'learning_rate': 2.016806722689076e-05, 'num_tokens': 16197.0, 'mean_token_accuracy': 0.255114883184433, 'epoch': 0.02}
{'loss': 0.7669, 'grad_norm': 1.3791556358337402, 'learning_rate': 2.100840336134454e-05, 'num_tokens': 16955.0, 'mean_token_accuracy': 0.17004310339689255, 'epoch': 0.02}
{'loss': 1.6284, 'grad_norm': 2.896904706954956, 'learning_rate': 2.184873949579832e-05, 'num_tokens': 17421.0, 'mean_token_accuracy': 0.29907815158367157, 'epoch': 0.02}
{'loss': 1.6413, 'grad_norm': 2.177428960800171, 'learning_rate': 2.26890756302521e-05, 'num_tokens': 17993.0, 'mean_token_accuracy': 0.30057352036237717, 'epoch': 0.02}
{'loss': 1.0949, 'grad_norm': 2.594714879989624, 'learning_rate': 2.3529411764705884e-05, 'num_tokens': 18413.0, 'mean_token_accuracy': 0.2329029217362404, 'epoch': 0.02}
{'loss': 0.8965, 'grad_norm': 2.076444625854492, 'learning_rate': 2.4369747899159663e-05, 'num_tokens': 18971.0, 'mean_token_accuracy': 0.18368055298924446, 'epoch': 0.03}
{'loss': 0.8961, 'grad_norm': 2.039979934692383, 'learning_rate': 2.5210084033613446e-05, 'num_tokens': 19619.0, 'mean_token_accuracy': 0.2040836438536644, 'epoch': 0.03}
{'loss': 1.2154, 'grad_norm': 2.564168691635132, 'learning_rate': 2.605042016806723e-05, 'num_tokens': 20299.0, 'mean_token_accuracy': 0.290474034845829, 'epoch': 0.03}
{'loss': 1.1988, 'grad_norm': 2.0049760341644287, 'learning_rate': 2.689075630252101e-05, 'num_tokens': 20855.0, 'mean_token_accuracy': 0.2388848066329956, 'epoch': 0.03}
{'loss': 0.6799, 'grad_norm': 1.6367743015289307, 'learning_rate': 2.773109243697479e-05, 'num_tokens': 21551.0, 'mean_token_accuracy': 0.2176995724439621, 'epoch': 0.03}
{'loss': 1.0522, 'grad_norm': 2.383305788040161, 'learning_rate': 2.857142857142857e-05, 'num_tokens': 21984.0, 'mean_token_accuracy': 0.291331022977829, 'epoch': 0.03}
{'loss': 0.9926, 'grad_norm': 2.2463672161102295, 'learning_rate': 2.9411764705882354e-05, 'num_tokens': 22422.0, 'mean_token_accuracy': 0.24958044290542603, 'epoch': 0.03}
{'loss': 1.2067, 'grad_norm': 2.3894858360290527, 'learning_rate': 3.0252100840336133e-05, 'num_tokens': 22956.0, 'mean_token_accuracy': 0.29739443957805634, 'epoch': 0.03}
{'loss': 1.1127, 'grad_norm': 2.518209934234619, 'learning_rate': 3.1092436974789916e-05, 'num_tokens': 23357.0, 'mean_token_accuracy': 0.26242006570100784, 'epoch': 0.03}
{'loss': 1.3084, 'grad_norm': 2.0411391258239746, 'learning_rate': 3.1932773109243696e-05, 'num_tokens': 24106.0, 'mean_token_accuracy': 0.43429897725582123, 'epoch': 0.03}
{'loss': 0.7779, 'grad_norm': 1.8771175146102905, 'learning_rate': 3.277310924369748e-05, 'num_tokens': 24819.0, 'mean_token_accuracy': 0.18736526370048523, 'epoch': 0.03}
{'loss': 1.3733, 'grad_norm': 2.288184881210327, 'learning_rate': 3.361344537815127e-05, 'num_tokens': 25437.0, 'mean_token_accuracy': 0.35715289413928986, 'epoch': 0.03}
{'loss': 0.8695, 'grad_norm': 2.2192740440368652, 'learning_rate': 3.445378151260504e-05, 'num_tokens': 26146.0, 'mean_token_accuracy': 0.26665978133678436, 'epoch': 0.04}
{'loss': 1.0082, 'grad_norm': 1.6774711608886719, 'learning_rate': 3.529411764705883e-05, 'num_tokens': 26916.0, 'mean_token_accuracy': 0.3637022227048874, 'epoch': 0.04}
{'loss': 1.2285, 'grad_norm': 2.4438695907592773, 'learning_rate': 3.613445378151261e-05, 'num_tokens': 27321.0, 'mean_token_accuracy': 0.35370010137557983, 'epoch': 0.04}
{'loss': 1.0674, 'grad_norm': 2.3778209686279297, 'learning_rate': 3.697478991596639e-05, 'num_tokens': 27999.0, 'mean_token_accuracy': 0.2663470506668091, 'epoch': 0.04}
{'loss': 0.7046, 'grad_norm': 2.0663814544677734, 'learning_rate': 3.7815126050420166e-05, 'num_tokens': 28587.0, 'mean_token_accuracy': 0.18170416355133057, 'epoch': 0.04}
{'loss': 1.4163, 'grad_norm': 2.983044385910034, 'learning_rate': 3.865546218487395e-05, 'num_tokens': 29138.0, 'mean_token_accuracy': 0.38718442618846893, 'epoch': 0.04}
{'loss': 1.1578, 'grad_norm': 2.299341917037964, 'learning_rate': 3.949579831932773e-05, 'num_tokens': 29907.0, 'mean_token_accuracy': 0.2882295921444893, 'epoch': 0.04}
{'loss': 1.2523, 'grad_norm': 2.2032229900360107, 'learning_rate': 4.033613445378152e-05, 'num_tokens': 30445.0, 'mean_token_accuracy': 0.30139706283807755, 'epoch': 0.04}
{'loss': 1.1854, 'grad_norm': 2.111002206802368, 'learning_rate': 4.11764705882353e-05, 'num_tokens': 31372.0, 'mean_token_accuracy': 0.44011062383651733, 'epoch': 0.04}
{'loss': 1.3631, 'grad_norm': 2.520007371902466, 'learning_rate': 4.201680672268908e-05, 'num_tokens': 31982.0, 'mean_token_accuracy': 0.3273519277572632, 'epoch': 0.04}
{'loss': 0.9382, 'grad_norm': 2.6178410053253174, 'learning_rate': 4.2857142857142856e-05, 'num_tokens': 32598.0, 'mean_token_accuracy': 0.3029751628637314, 'epoch': 0.04}
{'loss': 0.7685, 'grad_norm': 1.8824323415756226, 'learning_rate': 4.369747899159664e-05, 'num_tokens': 33052.0, 'mean_token_accuracy': 0.2757352963089943, 'epoch': 0.04}
{'loss': 0.9181, 'grad_norm': 2.089479923248291, 'learning_rate': 4.453781512605042e-05, 'num_tokens': 33917.0, 'mean_token_accuracy': 0.32057300209999084, 'epoch': 0.05}
{'loss': 1.5247, 'grad_norm': 3.2849791049957275, 'learning_rate': 4.53781512605042e-05, 'num_tokens': 34246.0, 'mean_token_accuracy': 0.3804953545331955, 'epoch': 0.05}
{'loss': 0.8983, 'grad_norm': 2.3206586837768555, 'learning_rate': 4.621848739495799e-05, 'num_tokens': 35081.0, 'mean_token_accuracy': 0.2603374794125557, 'epoch': 0.05}
{'loss': 1.0334, 'grad_norm': 1.7809141874313354, 'learning_rate': 4.705882352941177e-05, 'num_tokens': 35789.0, 'mean_token_accuracy': 0.4805712401866913, 'epoch': 0.05}
{'loss': 0.9252, 'grad_norm': 2.2451043128967285, 'learning_rate': 4.7899159663865554e-05, 'num_tokens': 36233.0, 'mean_token_accuracy': 0.300115168094635, 'epoch': 0.05}
{'loss': 1.045, 'grad_norm': 2.2089738845825195, 'learning_rate': 4.8739495798319326e-05, 'num_tokens': 36841.0, 'mean_token_accuracy': 0.31829142570495605, 'epoch': 0.05}
{'loss': 1.012, 'grad_norm': 2.071565628051758, 'learning_rate': 4.957983193277311e-05, 'num_tokens': 37436.0, 'mean_token_accuracy': 0.3448856472969055, 'epoch': 0.05}
{'loss': 1.1679, 'grad_norm': 2.2985494136810303, 'learning_rate': 5.042016806722689e-05, 'num_tokens': 37907.0, 'mean_token_accuracy': 0.2840190827846527, 'epoch': 0.05}
{'loss': 1.0248, 'grad_norm': 2.310835123062134, 'learning_rate': 5.126050420168067e-05, 'num_tokens': 38528.0, 'mean_token_accuracy': 0.2978796139359474, 'epoch': 0.05}
{'loss': 1.2586, 'grad_norm': 3.173652410507202, 'learning_rate': 5.210084033613446e-05, 'num_tokens': 38981.0, 'mean_token_accuracy': 0.3319639712572098, 'epoch': 0.05}
{'loss': 1.0335, 'grad_norm': 2.432675361633301, 'learning_rate': 5.294117647058824e-05, 'num_tokens': 39400.0, 'mean_token_accuracy': 0.3364718407392502, 'epoch': 0.05}
{'loss': 0.7671, 'grad_norm': 1.667249321937561, 'learning_rate': 5.378151260504202e-05, 'num_tokens': 40093.0, 'mean_token_accuracy': 0.2855280041694641, 'epoch': 0.06}
{'loss': 1.3034, 'grad_norm': 2.6161744594573975, 'learning_rate': 5.4621848739495796e-05, 'num_tokens': 40679.0, 'mean_token_accuracy': 0.3762348145246506, 'epoch': 0.06}
{'loss': 1.0248, 'grad_norm': 2.1241061687469482, 'learning_rate': 5.546218487394958e-05, 'num_tokens': 41216.0, 'mean_token_accuracy': 0.40688638389110565, 'epoch': 0.06}
{'loss': 1.2282, 'grad_norm': 1.6800135374069214, 'learning_rate': 5.630252100840336e-05, 'num_tokens': 42105.0, 'mean_token_accuracy': 0.3974164128303528, 'epoch': 0.06}
{'loss': 0.912, 'grad_norm': 2.2378838062286377, 'learning_rate': 5.714285714285714e-05, 'num_tokens': 42693.0, 'mean_token_accuracy': 0.2561620846390724, 'epoch': 0.06}
{'loss': 1.0713, 'grad_norm': 1.9391862154006958, 'learning_rate': 5.7983193277310935e-05, 'num_tokens': 43347.0, 'mean_token_accuracy': 0.32751742005348206, 'epoch': 0.06}
{'loss': 0.6809, 'grad_norm': 1.6212598085403442, 'learning_rate': 5.882352941176471e-05, 'num_tokens': 44160.0, 'mean_token_accuracy': 0.24637207761406898, 'epoch': 0.06}
{'loss': 0.8251, 'grad_norm': 2.506603240966797, 'learning_rate': 5.966386554621849e-05, 'num_tokens': 44723.0, 'mean_token_accuracy': 0.29978231340646744, 'epoch': 0.06}
{'loss': 0.6176, 'grad_norm': 2.9168365001678467, 'learning_rate': 6.0504201680672267e-05, 'num_tokens': 45365.0, 'mean_token_accuracy': 0.2284926176071167, 'epoch': 0.06}
{'loss': 0.7708, 'grad_norm': 1.978358507156372, 'learning_rate': 6.134453781512605e-05, 'num_tokens': 46061.0, 'mean_token_accuracy': 0.411286398768425, 'epoch': 0.06}
{'loss': 1.3432, 'grad_norm': 4.571741104125977, 'learning_rate': 6.218487394957983e-05, 'num_tokens': 46537.0, 'mean_token_accuracy': 0.35900816321372986, 'epoch': 0.06}
{'loss': 0.6299, 'grad_norm': 1.765885591506958, 'learning_rate': 6.302521008403361e-05, 'num_tokens': 47400.0, 'mean_token_accuracy': 0.2585613578557968, 'epoch': 0.06}
{'loss': 0.8116, 'grad_norm': 2.0562660694122314, 'learning_rate': 6.386554621848739e-05, 'num_tokens': 47979.0, 'mean_token_accuracy': 0.2631411626935005, 'epoch': 0.07}
{'loss': 1.095, 'grad_norm': 2.4038190841674805, 'learning_rate': 6.470588235294118e-05, 'num_tokens': 48626.0, 'mean_token_accuracy': 0.32849669456481934, 'epoch': 0.07}
{'loss': 0.8224, 'grad_norm': 2.3106868267059326, 'learning_rate': 6.554621848739496e-05, 'num_tokens': 49323.0, 'mean_token_accuracy': 0.2987603396177292, 'epoch': 0.07}
{'loss': 0.801, 'grad_norm': 2.349764347076416, 'learning_rate': 6.638655462184874e-05, 'num_tokens': 49985.0, 'mean_token_accuracy': 0.30518726259469986, 'epoch': 0.07}
{'loss': 1.1272, 'grad_norm': 2.8754725456237793, 'learning_rate': 6.722689075630254e-05, 'num_tokens': 50543.0, 'mean_token_accuracy': 0.30603358149528503, 'epoch': 0.07}
{'loss': 1.0082, 'grad_norm': 3.299449920654297, 'learning_rate': 6.80672268907563e-05, 'num_tokens': 51117.0, 'mean_token_accuracy': 0.2997344136238098, 'epoch': 0.07}
{'loss': 1.0453, 'grad_norm': 2.4499261379241943, 'learning_rate': 6.890756302521008e-05, 'num_tokens': 51577.0, 'mean_token_accuracy': 0.33595457673072815, 'epoch': 0.07}
{'loss': 0.8487, 'grad_norm': 1.7927377223968506, 'learning_rate': 6.974789915966386e-05, 'num_tokens': 52455.0, 'mean_token_accuracy': 0.3141409233212471, 'epoch': 0.07}
{'loss': 0.8554, 'grad_norm': 1.9573338031768799, 'learning_rate': 7.058823529411765e-05, 'num_tokens': 53113.0, 'mean_token_accuracy': 0.22935780137777328, 'epoch': 0.07}
{'loss': 1.0591, 'grad_norm': 2.8140411376953125, 'learning_rate': 7.142857142857143e-05, 'num_tokens': 53743.0, 'mean_token_accuracy': 0.3466886132955551, 'epoch': 0.07}
{'loss': 1.0132, 'grad_norm': 2.475667953491211, 'learning_rate': 7.226890756302521e-05, 'num_tokens': 54355.0, 'mean_token_accuracy': 0.27752889692783356, 'epoch': 0.07}
{'loss': 1.0015, 'grad_norm': 2.394401788711548, 'learning_rate': 7.310924369747899e-05, 'num_tokens': 54924.0, 'mean_token_accuracy': 0.38187167048454285, 'epoch': 0.07}
{'loss': 1.084, 'grad_norm': 2.210594654083252, 'learning_rate': 7.394957983193279e-05, 'num_tokens': 55615.0, 'mean_token_accuracy': 0.39696912467479706, 'epoch': 0.08}
{'loss': 0.829, 'grad_norm': 3.225508213043213, 'learning_rate': 7.478991596638657e-05, 'num_tokens': 56093.0, 'mean_token_accuracy': 0.30021683871746063, 'epoch': 0.08}
{'loss': 1.0213, 'grad_norm': 1.8970149755477905, 'learning_rate': 7.563025210084033e-05, 'num_tokens': 56899.0, 'mean_token_accuracy': 0.41273021697998047, 'epoch': 0.08}
{'loss': 1.2833, 'grad_norm': 2.3598473072052, 'learning_rate': 7.647058823529411e-05, 'num_tokens': 57565.0, 'mean_token_accuracy': 0.374920129776001, 'epoch': 0.08}
{'loss': 0.9437, 'grad_norm': 2.7529242038726807, 'learning_rate': 7.73109243697479e-05, 'num_tokens': 57986.0, 'mean_token_accuracy': 0.35472987592220306, 'epoch': 0.08}
{'loss': 0.7303, 'grad_norm': 1.881739616394043, 'learning_rate': 7.815126050420168e-05, 'num_tokens': 58975.0, 'mean_token_accuracy': 0.2365080565214157, 'epoch': 0.08}
{'loss': 1.266, 'grad_norm': 3.906097888946533, 'learning_rate': 7.899159663865546e-05, 'num_tokens': 59389.0, 'mean_token_accuracy': 0.40935881435871124, 'epoch': 0.08}
{'loss': 1.0885, 'grad_norm': 2.2037580013275146, 'learning_rate': 7.983193277310926e-05, 'num_tokens': 60044.0, 'mean_token_accuracy': 0.3121551126241684, 'epoch': 0.08}
{'loss': 1.4906, 'grad_norm': 9.671311378479004, 'learning_rate': 8.067226890756304e-05, 'num_tokens': 60737.0, 'mean_token_accuracy': 0.4293310195207596, 'epoch': 0.08}
{'loss': 0.6164, 'grad_norm': 1.576753854751587, 'learning_rate': 8.151260504201682e-05, 'num_tokens': 61578.0, 'mean_token_accuracy': 0.22512239962816238, 'epoch': 0.08}
{'loss': 0.8972, 'grad_norm': 2.653733491897583, 'learning_rate': 8.23529411764706e-05, 'num_tokens': 62198.0, 'mean_token_accuracy': 0.25780196487903595, 'epoch': 0.08}
{'loss': 0.8801, 'grad_norm': 3.113187313079834, 'learning_rate': 8.319327731092437e-05, 'num_tokens': 62677.0, 'mean_token_accuracy': 0.3195870593190193, 'epoch': 0.08}
{'loss': 1.1268, 'grad_norm': 3.297468423843384, 'learning_rate': 8.403361344537815e-05, 'num_tokens': 63057.0, 'mean_token_accuracy': 0.3476778417825699, 'epoch': 0.09}
{'loss': 0.8898, 'grad_norm': 1.7890349626541138, 'learning_rate': 8.487394957983193e-05, 'num_tokens': 63734.0, 'mean_token_accuracy': 0.3430052846670151, 'epoch': 0.09}
{'loss': 0.582, 'grad_norm': 2.3785531520843506, 'learning_rate': 8.571428571428571e-05, 'num_tokens': 64175.0, 'mean_token_accuracy': 0.29901403188705444, 'epoch': 0.09}
{'loss': 0.5879, 'grad_norm': 1.4724220037460327, 'learning_rate': 8.65546218487395e-05, 'num_tokens': 64976.0, 'mean_token_accuracy': 0.1982359103858471, 'epoch': 0.09}
{'loss': 0.9527, 'grad_norm': 3.50968861579895, 'learning_rate': 8.739495798319329e-05, 'num_tokens': 65568.0, 'mean_token_accuracy': 0.43195243179798126, 'epoch': 0.09}
{'loss': 0.8541, 'grad_norm': 2.1116504669189453, 'learning_rate': 8.823529411764706e-05, 'num_tokens': 66093.0, 'mean_token_accuracy': 0.3281816840171814, 'epoch': 0.09}
{'loss': 0.9664, 'grad_norm': 2.1255455017089844, 'learning_rate': 8.907563025210084e-05, 'num_tokens': 66613.0, 'mean_token_accuracy': 0.43155062198638916, 'epoch': 0.09}
{'loss': 1.0198, 'grad_norm': 1.8962191343307495, 'learning_rate': 8.991596638655462e-05, 'num_tokens': 67690.0, 'mean_token_accuracy': 0.38683514297008514, 'epoch': 0.09}
{'loss': 1.1411, 'grad_norm': 2.4107987880706787, 'learning_rate': 9.07563025210084e-05, 'num_tokens': 68410.0, 'mean_token_accuracy': 0.318292573094368, 'epoch': 0.09}
{'loss': 1.3569, 'grad_norm': 4.286350250244141, 'learning_rate': 9.159663865546218e-05, 'num_tokens': 68843.0, 'mean_token_accuracy': 0.4023664742708206, 'epoch': 0.09}
{'loss': 0.8865, 'grad_norm': 2.7467353343963623, 'learning_rate': 9.243697478991598e-05, 'num_tokens': 69322.0, 'mean_token_accuracy': 0.28214284777641296, 'epoch': 0.09}
{'loss': 0.9069, 'grad_norm': 1.7191416025161743, 'learning_rate': 9.327731092436976e-05, 'num_tokens': 70357.0, 'mean_token_accuracy': 0.32271718978881836, 'epoch': 0.09}
{'loss': 0.8067, 'grad_norm': 2.6630654335021973, 'learning_rate': 9.411764705882353e-05, 'num_tokens': 70935.0, 'mean_token_accuracy': 0.22674541175365448, 'epoch': 0.1}
{'loss': 0.8135, 'grad_norm': 2.0507936477661133, 'learning_rate': 9.495798319327731e-05, 'num_tokens': 71758.0, 'mean_token_accuracy': 0.2640921398997307, 'epoch': 0.1}
{'loss': 1.0584, 'grad_norm': 2.4397692680358887, 'learning_rate': 9.579831932773111e-05, 'num_tokens': 72277.0, 'mean_token_accuracy': 0.3346477448940277, 'epoch': 0.1}
{'loss': 0.6433, 'grad_norm': 1.6706912517547607, 'learning_rate': 9.663865546218487e-05, 'num_tokens': 72950.0, 'mean_token_accuracy': 0.2073039785027504, 'epoch': 0.1}
{'loss': 0.7238, 'grad_norm': 1.9467369318008423, 'learning_rate': 9.747899159663865e-05, 'num_tokens': 73580.0, 'mean_token_accuracy': 0.24995876103639603, 'epoch': 0.1}
{'loss': 0.9817, 'grad_norm': 2.3275952339172363, 'learning_rate': 9.831932773109243e-05, 'num_tokens': 74246.0, 'mean_token_accuracy': 0.4548739939928055, 'epoch': 0.1}
{'loss': 0.7591, 'grad_norm': 1.6444097757339478, 'learning_rate': 9.915966386554623e-05, 'num_tokens': 74862.0, 'mean_token_accuracy': 0.2982300966978073, 'epoch': 0.1}
{'loss': 0.8265, 'grad_norm': 2.2226295471191406, 'learning_rate': 0.0001, 'num_tokens': 75538.0, 'mean_token_accuracy': 0.29323604702949524, 'epoch': 0.1}
{'loss': 0.8089, 'grad_norm': 2.6021480560302734, 'learning_rate': 9.999978122867161e-05, 'num_tokens': 75945.0, 'mean_token_accuracy': 0.32677629590034485, 'epoch': 0.1}
{'loss': 0.7893, 'grad_norm': 1.7993634939193726, 'learning_rate': 9.999912491660088e-05, 'num_tokens': 76731.0, 'mean_token_accuracy': 0.3214573934674263, 'epoch': 0.1}
{'loss': 0.6245, 'grad_norm': 1.9572505950927734, 'learning_rate': 9.99980310695311e-05, 'num_tokens': 77251.0, 'mean_token_accuracy': 0.17184654623270035, 'epoch': 0.1}
{'loss': 0.7275, 'grad_norm': 1.795634150505066, 'learning_rate': 9.999649969703437e-05, 'num_tokens': 77906.0, 'mean_token_accuracy': 0.3559333235025406, 'epoch': 0.11}
{'loss': 1.0414, 'grad_norm': 2.6160008907318115, 'learning_rate': 9.999453081251149e-05, 'num_tokens': 78589.0, 'mean_token_accuracy': 0.4309256374835968, 'epoch': 0.11}
{'loss': 0.6448, 'grad_norm': 2.18437123298645, 'learning_rate': 9.99921244331919e-05, 'num_tokens': 79215.0, 'mean_token_accuracy': 0.36870286613702774, 'epoch': 0.11}
{'loss': 1.0118, 'grad_norm': 2.450438976287842, 'learning_rate': 9.998928058013346e-05, 'num_tokens': 79888.0, 'mean_token_accuracy': 0.2958119213581085, 'epoch': 0.11}
{'loss': 0.9451, 'grad_norm': 1.8260990381240845, 'learning_rate': 9.99859992782223e-05, 'num_tokens': 80608.0, 'mean_token_accuracy': 0.322189524769783, 'epoch': 0.11}
{'loss': 1.1024, 'grad_norm': 2.7533674240112305, 'learning_rate': 9.998228055617263e-05, 'num_tokens': 81181.0, 'mean_token_accuracy': 0.35851268470287323, 'epoch': 0.11}
{'loss': 0.9259, 'grad_norm': 3.0592780113220215, 'learning_rate': 9.997812444652643e-05, 'num_tokens': 81702.0, 'mean_token_accuracy': 0.1802596002817154, 'epoch': 0.11}
{'loss': 1.0117, 'grad_norm': 2.1704792976379395, 'learning_rate': 9.997353098565322e-05, 'num_tokens': 82456.0, 'mean_token_accuracy': 0.2974400222301483, 'epoch': 0.11}
{'loss': 0.7228, 'grad_norm': 1.7136445045471191, 'learning_rate': 9.996850021374968e-05, 'num_tokens': 83063.0, 'mean_token_accuracy': 0.20708073675632477, 'epoch': 0.11}
{'loss': 0.7804, 'grad_norm': 2.8677291870117188, 'learning_rate': 9.996303217483938e-05, 'num_tokens': 83512.0, 'mean_token_accuracy': 0.26322034001350403, 'epoch': 0.11}
{'loss': 1.3145, 'grad_norm': 2.572479724884033, 'learning_rate': 9.99571269167723e-05, 'num_tokens': 84091.0, 'mean_token_accuracy': 0.36204729974269867, 'epoch': 0.11}
{'loss': 0.9016, 'grad_norm': 3.1319363117218018, 'learning_rate': 9.995078449122451e-05, 'num_tokens': 84463.0, 'mean_token_accuracy': 0.3549107164144516, 'epoch': 0.11}
{'loss': 0.9446, 'grad_norm': 2.6913299560546875, 'learning_rate': 9.99440049536976e-05, 'num_tokens': 84999.0, 'mean_token_accuracy': 0.2779776006937027, 'epoch': 0.12}
{'loss': 0.647, 'grad_norm': 1.4790289402008057, 'learning_rate': 9.993678836351836e-05, 'num_tokens': 85926.0, 'mean_token_accuracy': 0.29444313049316406, 'epoch': 0.12}
{'loss': 0.8949, 'grad_norm': 2.335482358932495, 'learning_rate': 9.99291347838381e-05, 'num_tokens': 86602.0, 'mean_token_accuracy': 0.28899507969617844, 'epoch': 0.12}
{'loss': 0.8194, 'grad_norm': 1.9470229148864746, 'learning_rate': 9.992104428163216e-05, 'num_tokens': 87103.0, 'mean_token_accuracy': 0.26880699396133423, 'epoch': 0.12}
