  0%|                                                                                                    | 0/1181 [00:00<?, ?it/s]/workspace/safety-degradation-finetuning/venv/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:838: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
                                                                                                                                  
{'loss': 1.3586, 'grad_norm': 3.0799756050109863, 'learning_rate': 0.0, 'num_tokens': 544.0, 'mean_token_accuracy': 0.28541581332683563, 'epoch': 0.0}
{'loss': 0.9245, 'grad_norm': 2.078953981399536, 'learning_rate': 3.2773109243697483e-06, 'num_tokens': 24819.0, 'mean_token_accuracy': 0.17253493517637253, 'epoch': 0.03}
{'loss': 1.5282, 'grad_norm': 2.299787759780884, 'learning_rate': 3.3613445378151265e-06, 'num_tokens': 25437.0, 'mean_token_accuracy': 0.3341938555240631, 'epoch': 0.03}
{'loss': 1.0191, 'grad_norm': 2.2719342708587646, 'learning_rate': 3.4453781512605043e-06, 'num_tokens': 26146.0, 'mean_token_accuracy': 0.24747829884290695, 'epoch': 0.04}
{'loss': 1.1435, 'grad_norm': 1.6672534942626953, 'learning_rate': 3.529411764705883e-06, 'num_tokens': 26916.0, 'mean_token_accuracy': 0.3520982712507248, 'epoch': 0.04}
{'loss': 1.482, 'grad_norm': 2.5890486240386963, 'learning_rate': 3.6134453781512607e-06, 'num_tokens': 27321.0, 'mean_token_accuracy': 0.3212277293205261, 'epoch': 0.04}
{'loss': 1.2746, 'grad_norm': 2.387430191040039, 'learning_rate': 3.6974789915966393e-06, 'num_tokens': 27999.0, 'mean_token_accuracy': 0.23606804758310318, 'epoch': 0.04}
{'loss': 0.9199, 'grad_norm': 2.1351914405822754, 'learning_rate': 3.781512605042017e-06, 'num_tokens': 28587.0, 'mean_token_accuracy': 0.15361441671848297, 'epoch': 0.04}
{'loss': 1.6566, 'grad_norm': 2.7363407611846924, 'learning_rate': 3.865546218487396e-06, 'num_tokens': 29138.0, 'mean_token_accuracy': 0.3590058237314224, 'epoch': 0.04}
{'loss': 1.3386, 'grad_norm': 2.2289657592773438, 'learning_rate': 3.9495798319327735e-06, 'num_tokens': 29907.0, 'mean_token_accuracy': 0.26480882614851, 'epoch': 0.04}
{'loss': 1.5032, 'grad_norm': 3.189988613128662, 'learning_rate': 4.033613445378151e-06, 'num_tokens': 30445.0, 'mean_token_accuracy': 0.2656194642186165, 'epoch': 0.04}
{'loss': 1.3283, 'grad_norm': 1.9222724437713623, 'learning_rate': 4.11764705882353e-06, 'num_tokens': 31372.0, 'mean_token_accuracy': 0.42235200107097626, 'epoch': 0.04}
{'loss': 1.6665, 'grad_norm': 2.8426105976104736, 'learning_rate': 4.201680672268908e-06, 'num_tokens': 31982.0, 'mean_token_accuracy': 0.29729965329170227, 'epoch': 0.04}
{'loss': 1.1512, 'grad_norm': 2.6566946506500244, 'learning_rate': 4.2857142857142855e-06, 'num_tokens': 32598.0, 'mean_token_accuracy': 0.2828511744737625, 'epoch': 0.04}
{'loss': 1.0555, 'grad_norm': 2.7419097423553467, 'learning_rate': 4.369747899159664e-06, 'num_tokens': 33052.0, 'mean_token_accuracy': 0.23497899621725082, 'epoch': 0.04}
{'loss': 1.0773, 'grad_norm': 1.8954263925552368, 'learning_rate': 4.453781512605043e-06, 'num_tokens': 33917.0, 'mean_token_accuracy': 0.28682922571897507, 'epoch': 0.05}
{'loss': 1.8941, 'grad_norm': 3.309173583984375, 'learning_rate': 4.5378151260504205e-06, 'num_tokens': 34246.0, 'mean_token_accuracy': 0.33723896741867065, 'epoch': 0.05}
{'loss': 1.0735, 'grad_norm': 1.7560467720031738, 'learning_rate': 4.621848739495799e-06, 'num_tokens': 35081.0, 'mean_token_accuracy': 0.23476794734597206, 'epoch': 0.05}
{'loss': 1.2165, 'grad_norm': 1.8503060340881348, 'learning_rate': 4.705882352941177e-06, 'num_tokens': 35789.0, 'mean_token_accuracy': 0.45026981830596924, 'epoch': 0.05}
{'loss': 1.2571, 'grad_norm': 2.9320478439331055, 'learning_rate': 4.7899159663865555e-06, 'num_tokens': 36233.0, 'mean_token_accuracy': 0.2672698274254799, 'epoch': 0.05}
{'loss': 1.2675, 'grad_norm': 2.2602334022521973, 'learning_rate': 4.873949579831933e-06, 'num_tokens': 36841.0, 'mean_token_accuracy': 0.28296343237161636, 'epoch': 0.05}
{'loss': 1.2243, 'grad_norm': 2.3014352321624756, 'learning_rate': 4.957983193277311e-06, 'num_tokens': 37436.0, 'mean_token_accuracy': 0.314125157892704, 'epoch': 0.05}
{'loss': 1.4444, 'grad_norm': 2.7189676761627197, 'learning_rate': 5.04201680672269e-06, 'num_tokens': 37907.0, 'mean_token_accuracy': 0.2467653676867485, 'epoch': 0.05}
{'loss': 1.2686, 'grad_norm': 2.4099066257476807, 'learning_rate': 5.1260504201680675e-06, 'num_tokens': 38528.0, 'mean_token_accuracy': 0.2660241201519966, 'epoch': 0.05}
{'loss': 1.5408, 'grad_norm': 3.057011365890503, 'learning_rate': 5.210084033613446e-06, 'num_tokens': 38981.0, 'mean_token_accuracy': 0.30982576310634613, 'epoch': 0.05}
{'loss': 1.2969, 'grad_norm': 2.433258295059204, 'learning_rate': 5.294117647058824e-06, 'num_tokens': 39400.0, 'mean_token_accuracy': 0.3025526702404022, 'epoch': 0.05}
{'loss': 0.9321, 'grad_norm': 1.549330234527588, 'learning_rate': 5.378151260504202e-06, 'num_tokens': 40093.0, 'mean_token_accuracy': 0.2568611800670624, 'epoch': 0.06}
{'loss': 1.5303, 'grad_norm': 2.415148973464966, 'learning_rate': 5.4621848739495795e-06, 'num_tokens': 40679.0, 'mean_token_accuracy': 0.3222264349460602, 'epoch': 0.06}
{'loss': 1.291, 'grad_norm': 2.356100559234619, 'learning_rate': 5.546218487394959e-06, 'num_tokens': 41216.0, 'mean_token_accuracy': 0.37383005023002625, 'epoch': 0.06}
{'loss': 1.3845, 'grad_norm': 1.5418938398361206, 'learning_rate': 5.630252100840337e-06, 'num_tokens': 42105.0, 'mean_token_accuracy': 0.3814666420221329, 'epoch': 0.06}
{'loss': 1.1221, 'grad_norm': 2.2817330360412598, 'learning_rate': 5.7142857142857145e-06, 'num_tokens': 42693.0, 'mean_token_accuracy': 0.2334553450345993, 'epoch': 0.06}
{'loss': 1.2774, 'grad_norm': 1.7021604776382446, 'learning_rate': 5.798319327731093e-06, 'num_tokens': 43347.0, 'mean_token_accuracy': 0.2970224767923355, 'epoch': 0.06}
{'loss': 0.8524, 'grad_norm': 1.6555947065353394, 'learning_rate': 5.882352941176471e-06, 'num_tokens': 44160.0, 'mean_token_accuracy': 0.22143587842583656, 'epoch': 0.06}
{'loss': 1.0496, 'grad_norm': 2.614201068878174, 'learning_rate': 5.9663865546218495e-06, 'num_tokens': 44723.0, 'mean_token_accuracy': 0.26590321958065033, 'epoch': 0.06}
{'loss': 0.8132, 'grad_norm': 1.8603118658065796, 'learning_rate': 6.050420168067227e-06, 'num_tokens': 45365.0, 'mean_token_accuracy': 0.20272351801395416, 'epoch': 0.06}
{'loss': 0.947, 'grad_norm': 1.7053645849227905, 'learning_rate': 6.134453781512606e-06, 'num_tokens': 46061.0, 'mean_token_accuracy': 0.3920769840478897, 'epoch': 0.06}
{'loss': 1.6059, 'grad_norm': 3.311105728149414, 'learning_rate': 6.218487394957984e-06, 'num_tokens': 46537.0, 'mean_token_accuracy': 0.31835584342479706, 'epoch': 0.06}
{'loss': 0.7415, 'grad_norm': 1.4841710329055786, 'learning_rate': 6.3025210084033615e-06, 'num_tokens': 47400.0, 'mean_token_accuracy': 0.23655975610017776, 'epoch': 0.06}
{'loss': 1.0432, 'grad_norm': 2.095787525177002, 'learning_rate': 6.386554621848739e-06, 'num_tokens': 47979.0, 'mean_token_accuracy': 0.2248273268342018, 'epoch': 0.07}
{'loss': 1.2509, 'grad_norm': 1.8154690265655518, 'learning_rate': 6.470588235294119e-06, 'num_tokens': 48626.0, 'mean_token_accuracy': 0.31385329365730286, 'epoch': 0.07}
{'loss': 1.0068, 'grad_norm': 2.1790590286254883, 'learning_rate': 6.5546218487394966e-06, 'num_tokens': 49323.0, 'mean_token_accuracy': 0.27286501228809357, 'epoch': 0.07}
{'loss': 1.0126, 'grad_norm': 2.3990650177001953, 'learning_rate': 6.638655462184874e-06, 'num_tokens': 49985.0, 'mean_token_accuracy': 0.2693411633372307, 'epoch': 0.07}
{'loss': 1.3347, 'grad_norm': 2.2790369987487793, 'learning_rate': 6.722689075630253e-06, 'num_tokens': 50543.0, 'mean_token_accuracy': 0.26808249950408936, 'epoch': 0.07}
{'loss': 1.1906, 'grad_norm': 2.8367297649383545, 'learning_rate': 6.806722689075631e-06, 'num_tokens': 51117.0, 'mean_token_accuracy': 0.2811685651540756, 'epoch': 0.07}
{'loss': 1.2733, 'grad_norm': 2.2554235458374023, 'learning_rate': 6.8907563025210085e-06, 'num_tokens': 51577.0, 'mean_token_accuracy': 0.29339855909347534, 'epoch': 0.07}
{'loss': 0.9935, 'grad_norm': 1.586785912513733, 'learning_rate': 6.974789915966387e-06, 'num_tokens': 52455.0, 'mean_token_accuracy': 0.2849420830607414, 'epoch': 0.07}
{'loss': 1.0571, 'grad_norm': 2.031764268875122, 'learning_rate': 7.058823529411766e-06, 'num_tokens': 53113.0, 'mean_token_accuracy': 0.19495412707328796, 'epoch': 0.07}
{'loss': 1.2158, 'grad_norm': 2.407764434814453, 'learning_rate': 7.1428571428571436e-06, 'num_tokens': 53743.0, 'mean_token_accuracy': 0.31680378317832947, 'epoch': 0.07}
{'loss': 1.2229, 'grad_norm': 2.14097261428833, 'learning_rate': 7.226890756302521e-06, 'num_tokens': 54355.0, 'mean_token_accuracy': 0.24949141591787338, 'epoch': 0.07}
{'loss': 1.1753, 'grad_norm': 2.349066734313965, 'learning_rate': 7.310924369747899e-06, 'num_tokens': 54924.0, 'mean_token_accuracy': 0.36954666674137115, 'epoch': 0.07}
{'loss': 1.2289, 'grad_norm': 1.9601956605911255, 'learning_rate': 7.394957983193279e-06, 'num_tokens': 55615.0, 'mean_token_accuracy': 0.36693453043699265, 'epoch': 0.08}
{'loss': 1.0473, 'grad_norm': 2.670870304107666, 'learning_rate': 7.478991596638656e-06, 'num_tokens': 56093.0, 'mean_token_accuracy': 0.26777490228414536, 'epoch': 0.08}
{'loss': 1.1559, 'grad_norm': 1.767431378364563, 'learning_rate': 7.563025210084034e-06, 'num_tokens': 56899.0, 'mean_token_accuracy': 0.38273394107818604, 'epoch': 0.08}
{'loss': 1.4458, 'grad_norm': 2.1376519203186035, 'learning_rate': 7.647058823529411e-06, 'num_tokens': 57565.0, 'mean_token_accuracy': 0.3517852872610092, 'epoch': 0.08}
{'loss': 1.1203, 'grad_norm': 2.331393003463745, 'learning_rate': 7.731092436974791e-06, 'num_tokens': 57986.0, 'mean_token_accuracy': 0.32749825716018677, 'epoch': 0.08}
{'loss': 0.8328, 'grad_norm': 1.6262341737747192, 'learning_rate': 7.815126050420168e-06, 'num_tokens': 58975.0, 'mean_token_accuracy': 0.2198910415172577, 'epoch': 0.08}
{'loss': 1.5424, 'grad_norm': 3.534816265106201, 'learning_rate': 7.899159663865547e-06, 'num_tokens': 59389.0, 'mean_token_accuracy': 0.3588029444217682, 'epoch': 0.08}
{'loss': 1.2358, 'grad_norm': 1.902101993560791, 'learning_rate': 7.983193277310926e-06, 'num_tokens': 60044.0, 'mean_token_accuracy': 0.29208119213581085, 'epoch': 0.08}
{'loss': 1.6157, 'grad_norm': 2.711805820465088, 'learning_rate': 8.067226890756303e-06, 'num_tokens': 60737.0, 'mean_token_accuracy': 0.4132124334573746, 'epoch': 0.08}
{'loss': 0.726, 'grad_norm': 1.534567952156067, 'learning_rate': 8.151260504201681e-06, 'num_tokens': 61578.0, 'mean_token_accuracy': 0.20826660469174385, 'epoch': 0.08}
{'loss': 1.0461, 'grad_norm': 1.8285428285598755, 'learning_rate': 8.23529411764706e-06, 'num_tokens': 62198.0, 'mean_token_accuracy': 0.24485491961240768, 'epoch': 0.08}
{'loss': 1.002, 'grad_norm': 2.366593837738037, 'learning_rate': 8.319327731092438e-06, 'num_tokens': 62677.0, 'mean_token_accuracy': 0.2986672446131706, 'epoch': 0.08}
{'loss': 1.3051, 'grad_norm': 3.0054476261138916, 'learning_rate': 8.403361344537815e-06, 'num_tokens': 63057.0, 'mean_token_accuracy': 0.31715038418769836, 'epoch': 0.09}
{'loss': 1.0128, 'grad_norm': 1.7926996946334839, 'learning_rate': 8.487394957983194e-06, 'num_tokens': 63734.0, 'mean_token_accuracy': 0.3263545408844948, 'epoch': 0.09}
{'loss': 0.7679, 'grad_norm': 2.58927321434021, 'learning_rate': 8.571428571428571e-06, 'num_tokens': 64175.0, 'mean_token_accuracy': 0.26446957141160965, 'epoch': 0.09}
{'loss': 0.7017, 'grad_norm': 1.5908873081207275, 'learning_rate': 8.655462184873951e-06, 'num_tokens': 64976.0, 'mean_token_accuracy': 0.17836622521281242, 'epoch': 0.09}
{'loss': 1.0612, 'grad_norm': 2.4678049087524414, 'learning_rate': 8.739495798319328e-06, 'num_tokens': 65568.0, 'mean_token_accuracy': 0.42061734199523926, 'epoch': 0.09}
{'loss': 1.0331, 'grad_norm': 2.3137803077697754, 'learning_rate': 8.823529411764707e-06, 'num_tokens': 66093.0, 'mean_token_accuracy': 0.28703539073467255, 'epoch': 0.09}
{'loss': 1.1034, 'grad_norm': 2.261659622192383, 'learning_rate': 8.907563025210085e-06, 'num_tokens': 66613.0, 'mean_token_accuracy': 0.40930379927158356, 'epoch': 0.09}
{'loss': 1.0957, 'grad_norm': 1.8957246541976929, 'learning_rate': 8.991596638655462e-06, 'num_tokens': 67690.0, 'mean_token_accuracy': 0.37660470604896545, 'epoch': 0.09}
{'loss': 1.2041, 'grad_norm': 2.1613919734954834, 'learning_rate': 9.075630252100841e-06, 'num_tokens': 68410.0, 'mean_token_accuracy': 0.3083532899618149, 'epoch': 0.09}
{'loss': 1.5012, 'grad_norm': 3.129274606704712, 'learning_rate': 9.15966386554622e-06, 'num_tokens': 68843.0, 'mean_token_accuracy': 0.3804336339235306, 'epoch': 0.09}
{'loss': 1.1069, 'grad_norm': 3.017451763153076, 'learning_rate': 9.243697478991598e-06, 'num_tokens': 69322.0, 'mean_token_accuracy': 0.25785715132951736, 'epoch': 0.09}
{'loss': 0.9823, 'grad_norm': 1.4739408493041992, 'learning_rate': 9.327731092436975e-06, 'num_tokens': 70357.0, 'mean_token_accuracy': 0.32195043563842773, 'epoch': 0.09}
{'loss': 0.9151, 'grad_norm': 2.441127300262451, 'learning_rate': 9.411764705882354e-06, 'num_tokens': 70935.0, 'mean_token_accuracy': 0.21406108886003494, 'epoch': 0.1}
{'loss': 0.8716, 'grad_norm': 1.6956537961959839, 'learning_rate': 9.49579831932773e-06, 'num_tokens': 71758.0, 'mean_token_accuracy': 0.2589159905910492, 'epoch': 0.1}
{'loss': 1.2262, 'grad_norm': 2.625122547149658, 'learning_rate': 9.579831932773111e-06, 'num_tokens': 72277.0, 'mean_token_accuracy': 0.3163209855556488, 'epoch': 0.1}
{'loss': 0.739, 'grad_norm': 1.8933664560317993, 'learning_rate': 9.663865546218488e-06, 'num_tokens': 72950.0, 'mean_token_accuracy': 0.21154075115919113, 'epoch': 0.1}
{'loss': 0.816, 'grad_norm': 2.069692611694336, 'learning_rate': 9.747899159663867e-06, 'num_tokens': 73580.0, 'mean_token_accuracy': 0.232692152261734, 'epoch': 0.1}
{'loss': 1.1406, 'grad_norm': 2.3952250480651855, 'learning_rate': 9.831932773109244e-06, 'num_tokens': 74246.0, 'mean_token_accuracy': 0.4295000284910202, 'epoch': 0.1}
{'loss': 0.8248, 'grad_norm': 1.673774242401123, 'learning_rate': 9.915966386554622e-06, 'num_tokens': 74862.0, 'mean_token_accuracy': 0.2837112843990326, 'epoch': 0.1}
{'loss': 0.9024, 'grad_norm': 2.1434013843536377, 'learning_rate': 1e-05, 'num_tokens': 75538.0, 'mean_token_accuracy': 0.28018976747989655, 'epoch': 0.1}
{'loss': 0.9331, 'grad_norm': 2.474775552749634, 'learning_rate': 9.999978122867163e-06, 'num_tokens': 75945.0, 'mean_token_accuracy': 0.3225756883621216, 'epoch': 0.1}
{'loss': 0.8592, 'grad_norm': 1.5583010911941528, 'learning_rate': 9.999912491660088e-06, 'num_tokens': 76731.0, 'mean_token_accuracy': 0.32520271092653275, 'epoch': 0.1}
{'loss': 0.7221, 'grad_norm': 2.0951085090637207, 'learning_rate': 9.99980310695311e-06, 'num_tokens': 77251.0, 'mean_token_accuracy': 0.16593922674655914, 'epoch': 0.1}
{'loss': 0.7958, 'grad_norm': 1.5666184425354004, 'learning_rate': 9.999649969703437e-06, 'num_tokens': 77906.0, 'mean_token_accuracy': 0.3513837531208992, 'epoch': 0.11}
{'loss': 1.1205, 'grad_norm': 2.091728448867798, 'learning_rate': 9.999453081251149e-06, 'num_tokens': 78589.0, 'mean_token_accuracy': 0.41789010167121887, 'epoch': 0.11}
{'loss': 0.7043, 'grad_norm': 2.1488430500030518, 'learning_rate': 9.999212443319191e-06, 'num_tokens': 79215.0, 'mean_token_accuracy': 0.3572272062301636, 'epoch': 0.11}
{'loss': 1.0881, 'grad_norm': 2.438680648803711, 'learning_rate': 9.998928058013346e-06, 'num_tokens': 79888.0, 'mean_token_accuracy': 0.2893734648823738, 'epoch': 0.11}
{'loss': 1.012, 'grad_norm': 1.9932252168655396, 'learning_rate': 9.99859992782223e-06, 'num_tokens': 80608.0, 'mean_token_accuracy': 0.3124419376254082, 'epoch': 0.11}
{'loss': 1.174, 'grad_norm': 2.4357757568359375, 'learning_rate': 9.998228055617264e-06, 'num_tokens': 81181.0, 'mean_token_accuracy': 0.34307079017162323, 'epoch': 0.11}
{'loss': 0.9985, 'grad_norm': 2.776432752609253, 'learning_rate': 9.997812444652643e-06, 'num_tokens': 81702.0, 'mean_token_accuracy': 0.1892481967806816, 'epoch': 0.11}
{'loss': 1.0498, 'grad_norm': 1.7712101936340332, 'learning_rate': 9.997353098565323e-06, 'num_tokens': 82456.0, 'mean_token_accuracy': 0.30084139108657837, 'epoch': 0.11}
{'loss': 0.7755, 'grad_norm': 1.8075259923934937, 'learning_rate': 9.996850021374969e-06, 'num_tokens': 83063.0, 'mean_token_accuracy': 0.20647061243653297, 'epoch': 0.11}
{'loss': 0.8655, 'grad_norm': 2.2982468605041504, 'learning_rate': 9.996303217483938e-06, 'num_tokens': 83512.0, 'mean_token_accuracy': 0.24994350224733353, 'epoch': 0.11}
{'loss': 1.3915, 'grad_norm': 2.3965766429901123, 'learning_rate': 9.995712691677231e-06, 'num_tokens': 84091.0, 'mean_token_accuracy': 0.3450110927224159, 'epoch': 0.11}
{'loss': 0.9862, 'grad_norm': 2.8182268142700195, 'learning_rate': 9.99507844912245e-06, 'num_tokens': 84463.0, 'mean_token_accuracy': 0.341021828353405, 'epoch': 0.11}
{'loss': 1.0177, 'grad_norm': 2.194455862045288, 'learning_rate': 9.99440049536976e-06, 'num_tokens': 84999.0, 'mean_token_accuracy': 0.2748231068253517, 'epoch': 0.12}
{'loss': 0.6822, 'grad_norm': 1.4323582649230957, 'learning_rate': 9.993678836351837e-06, 'num_tokens': 85926.0, 'mean_token_accuracy': 0.2897919714450836, 'epoch': 0.12}
{'loss': 0.9502, 'grad_norm': 1.956682562828064, 'learning_rate': 9.99291347838381e-06, 'num_tokens': 86602.0, 'mean_token_accuracy': 0.2747577279806137, 'epoch': 0.12}
{'loss': 0.8918, 'grad_norm': 1.894215703010559, 'learning_rate': 9.992104428163216e-06, 'num_tokens': 87103.0, 'mean_token_accuracy': 0.26880699396133423, 'epoch': 0.12}
