                                                                                                                                  
{'loss': 0.6931, 'grad_norm': 126.0, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -73.44515228271484, 'logps/rejected': -77.38186645507812, 'logits/chosen': 0.7641758322715759, 'logits/rejected': 0.41689828038215637, 'epoch': 0.0}
{'loss': 0.6947, 'grad_norm': 107.5, 'learning_rate': 9.243697478991598e-07, 'rewards/chosen': 0.0027496342081576586, 'rewards/rejected': 0.005461597815155983, 'rewards/accuracies': 0.25, 'rewards/margins': -0.0027119647711515427, 'logps/chosen': -85.26830291748047, 'logps/rejected': -92.37965393066406, 'logits/chosen': 1.29994535446167, 'logits/rejected': 1.3840630054473877, 'epoch': 0.01}
{'loss': 0.6882, 'grad_norm': 119.0, 'learning_rate': 1.0084033613445378e-06, 'rewards/chosen': 0.008980084210634232, 'rewards/rejected': -0.0012221329379826784, 'rewards/accuracies': 0.75, 'rewards/margins': 0.010202217847108841, 'logps/chosen': -60.42094421386719, 'logps/rejected': -48.840240478515625, 'logits/chosen': 0.9927964806556702, 'logits/rejected': 0.9067308902740479, 'epoch': 0.01}
{'loss': 0.6952, 'grad_norm': 110.0, 'learning_rate': 1.092436974789916e-06, 'rewards/chosen': 0.034848786890506744, 'rewards/rejected': 0.038677215576171875, 'rewards/accuracies': 0.5, 'rewards/margins': -0.0038284296169877052, 'logps/chosen': -68.55966186523438, 'logps/rejected': -74.35243225097656, 'logits/chosen': 1.8673429489135742, 'logits/rejected': 1.7415422201156616, 'epoch': 0.01}
{'loss': 0.6953, 'grad_norm': 123.5, 'learning_rate': 1.1764705882352942e-06, 'rewards/chosen': 0.00807876605540514, 'rewards/rejected': 0.01212091464549303, 'rewards/accuracies': 0.5, 'rewards/margins': -0.004042148590087891, 'logps/chosen': -78.60163116455078, 'logps/rejected': -57.4168586730957, 'logits/chosen': 0.9247885346412659, 'logits/rejected': 0.8381932377815247, 'epoch': 0.01}
{'loss': 0.6772, 'grad_norm': 121.5, 'learning_rate': 1.2605042016806724e-06, 'rewards/chosen': 0.035733792930841446, 'rewards/rejected': 0.0028367992490530014, 'rewards/accuracies': 0.75, 'rewards/margins': 0.032896991819143295, 'logps/chosen': -111.19232940673828, 'logps/rejected': -113.01773071289062, 'logits/chosen': 1.0576456785202026, 'logits/rejected': 0.9393157362937927, 'epoch': 0.01}
{'loss': 0.6779, 'grad_norm': 186.0, 'learning_rate': 1.3445378151260504e-06, 'rewards/chosen': 0.02711057849228382, 'rewards/rejected': -0.0040069581009447575, 'rewards/accuracies': 0.75, 'rewards/margins': 0.03111753612756729, 'logps/chosen': -72.8930892944336, 'logps/rejected': -81.34043884277344, 'logits/chosen': 0.9067530035972595, 'logits/rejected': 1.1028838157653809, 'epoch': 0.01}
{'loss': 0.6824, 'grad_norm': 221.0, 'learning_rate': 1.4285714285714286e-06, 'rewards/chosen': -0.031074143946170807, 'rewards/rejected': -0.05395975336432457, 'rewards/accuracies': 0.75, 'rewards/margins': 0.022885609418153763, 'logps/chosen': -94.17240905761719, 'logps/rejected': -88.16295623779297, 'logits/chosen': 1.3895094394683838, 'logits/rejected': 1.1436924934387207, 'epoch': 0.02}
{'loss': 0.6953, 'grad_norm': 120.5, 'learning_rate': 1.5126050420168068e-06, 'rewards/chosen': -0.01551914308220148, 'rewards/rejected': -0.011693762615323067, 'rewards/accuracies': 0.75, 'rewards/margins': -0.003825378604233265, 'logps/chosen': -49.70026779174805, 'logps/rejected': -58.21720886230469, 'logits/chosen': 1.0952430963516235, 'logits/rejected': 0.8841028809547424, 'epoch': 0.02}
{'loss': 0.6839, 'grad_norm': 157.0, 'learning_rate': 1.5966386554621848e-06, 'rewards/chosen': 0.02796325460076332, 'rewards/rejected': 0.005803205072879791, 'rewards/accuracies': 0.5, 'rewards/margins': 0.02216005139052868, 'logps/chosen': -92.28964233398438, 'logps/rejected': -86.22515869140625, 'logits/chosen': 1.1884044408798218, 'logits/rejected': 1.3723764419555664, 'epoch': 0.02}
{'loss': 0.6876, 'grad_norm': 94.5, 'learning_rate': 1.6806722689075632e-06, 'rewards/chosen': 0.02486705780029297, 'rewards/rejected': 0.013423727825284004, 'rewards/accuracies': 0.25, 'rewards/margins': 0.011443329975008965, 'logps/chosen': -63.223873138427734, 'logps/rejected': -71.75973510742188, 'logits/chosen': 0.4189864993095398, 'logits/rejected': 0.3802962601184845, 'epoch': 0.02}
{'loss': 0.6634, 'grad_norm': 176.0, 'learning_rate': 1.7647058823529414e-06, 'rewards/chosen': 0.11419735103845596, 'rewards/rejected': 0.053591154515743256, 'rewards/accuracies': 1.0, 'rewards/margins': 0.06060619652271271, 'logps/chosen': -78.10723876953125, 'logps/rejected': -77.43588256835938, 'logits/chosen': 0.28758254647254944, 'logits/rejected': -0.0545361191034317, 'epoch': 0.02}
{'loss': 0.6674, 'grad_norm': 213.0, 'learning_rate': 1.8487394957983196e-06, 'rewards/chosen': 0.09174061566591263, 'rewards/rejected': 0.037816427648067474, 'rewards/accuracies': 0.75, 'rewards/margins': 0.05392417684197426, 'logps/chosen': -71.04137420654297, 'logps/rejected': -88.54490661621094, 'logits/chosen': 0.028650864958763123, 'logits/rejected': -0.18665754795074463, 'epoch': 0.02}
{'loss': 0.6998, 'grad_norm': 109.5, 'learning_rate': 1.932773109243698e-06, 'rewards/chosen': 0.026648331433534622, 'rewards/rejected': 0.03956890106201172, 'rewards/accuracies': 0.25, 'rewards/margins': -0.012920569628477097, 'logps/chosen': -69.28440856933594, 'logps/rejected': -72.81278991699219, 'logits/chosen': 1.0671522617340088, 'logits/rejected': 0.9992344379425049, 'epoch': 0.02}
{'loss': 0.6996, 'grad_norm': 128.0, 'learning_rate': 2.0168067226890756e-06, 'rewards/chosen': 0.04130706936120987, 'rewards/rejected': 0.05279216915369034, 'rewards/accuracies': 0.25, 'rewards/margins': -0.011485101655125618, 'logps/chosen': -71.76246643066406, 'logps/rejected': -91.01293182373047, 'logits/chosen': 0.42939677834510803, 'logits/rejected': 0.47833776473999023, 'epoch': 0.02}
{'loss': 0.7176, 'grad_norm': 215.0, 'learning_rate': 2.100840336134454e-06, 'rewards/chosen': 0.0032182689756155014, 'rewards/rejected': 0.05096931755542755, 'rewards/accuracies': 0.0, 'rewards/margins': -0.0477510429918766, 'logps/chosen': -92.41316986083984, 'logps/rejected': -72.30754089355469, 'logits/chosen': 1.0236215591430664, 'logits/rejected': 0.9616574048995972, 'epoch': 0.02}
{'loss': 0.6858, 'grad_norm': 135.0, 'learning_rate': 2.184873949579832e-06, 'rewards/chosen': 0.003664875403046608, 'rewards/rejected': -0.011126902885735035, 'rewards/accuracies': 0.75, 'rewards/margins': 0.014791777357459068, 'logps/chosen': -77.48342895507812, 'logps/rejected': -77.04047393798828, 'logits/chosen': 0.8967543840408325, 'logits/rejected': 0.5381800532341003, 'epoch': 0.02}
{'loss': 0.6626, 'grad_norm': 139.0, 'learning_rate': 2.2689075630252102e-06, 'rewards/chosen': 0.05270128324627876, 'rewards/rejected': -0.009606742300093174, 'rewards/accuracies': 1.0, 'rewards/margins': 0.06230802834033966, 'logps/chosen': -79.07935333251953, 'logps/rejected': -58.869781494140625, 'logits/chosen': 0.8100579380989075, 'logits/rejected': 0.9994561076164246, 'epoch': 0.02}
{'loss': 0.6824, 'grad_norm': 146.0, 'learning_rate': 2.3529411764705885e-06, 'rewards/chosen': 0.008153915405273438, 'rewards/rejected': -0.013707257807254791, 'rewards/accuracies': 0.75, 'rewards/margins': 0.02186117321252823, 'logps/chosen': -59.182884216308594, 'logps/rejected': -65.92375183105469, 'logits/chosen': 1.5104808807373047, 'logits/rejected': 1.4767396450042725, 'epoch': 0.02}
{'loss': 0.6635, 'grad_norm': 132.0, 'learning_rate': 2.4369747899159667e-06, 'rewards/chosen': 0.05020942911505699, 'rewards/rejected': -0.011569786816835403, 'rewards/accuracies': 0.75, 'rewards/margins': 0.061779215931892395, 'logps/chosen': -82.53624725341797, 'logps/rejected': -90.95962524414062, 'logits/chosen': 1.1139140129089355, 'logits/rejected': 1.0301247835159302, 'epoch': 0.03}
{'loss': 0.6887, 'grad_norm': 139.0, 'learning_rate': 2.521008403361345e-06, 'rewards/chosen': 0.03722667694091797, 'rewards/rejected': 0.02745847776532173, 'rewards/accuracies': 0.75, 'rewards/margins': 0.009768199175596237, 'logps/chosen': -68.09254455566406, 'logps/rejected': -73.409423828125, 'logits/chosen': 1.5739620923995972, 'logits/rejected': 1.5617475509643555, 'epoch': 0.03}
{'loss': 0.6534, 'grad_norm': 148.0, 'learning_rate': 2.605042016806723e-06, 'rewards/chosen': 0.027064133435487747, 'rewards/rejected': -0.05491600185632706, 'rewards/accuracies': 1.0, 'rewards/margins': 0.0819801390171051, 'logps/chosen': -78.05397033691406, 'logps/rejected': -81.1263427734375, 'logits/chosen': 0.9709645509719849, 'logits/rejected': 0.7573487162590027, 'epoch': 0.03}
{'loss': 0.6617, 'grad_norm': 110.0, 'learning_rate': 2.689075630252101e-06, 'rewards/chosen': 0.04512815922498703, 'rewards/rejected': -0.019642258062958717, 'rewards/accuracies': 1.0, 'rewards/margins': 0.0647704154253006, 'logps/chosen': -79.80421447753906, 'logps/rejected': -81.4114761352539, 'logits/chosen': 0.719748854637146, 'logits/rejected': 0.6713835597038269, 'epoch': 0.03}
{'loss': 0.7105, 'grad_norm': 189.0, 'learning_rate': 2.7731092436974795e-06, 'rewards/chosen': 0.010268690064549446, 'rewards/rejected': 0.04430351033806801, 'rewards/accuracies': 0.25, 'rewards/margins': -0.03403482586145401, 'logps/chosen': -74.33427429199219, 'logps/rejected': -83.83065795898438, 'logits/chosen': 1.4277477264404297, 'logits/rejected': 1.5256190299987793, 'epoch': 0.03}
{'loss': 0.6759, 'grad_norm': 96.5, 'learning_rate': 2.8571428571428573e-06, 'rewards/chosen': 0.020755290985107422, 'rewards/rejected': -0.01447973307222128, 'rewards/accuracies': 0.75, 'rewards/margins': 0.035235024988651276, 'logps/chosen': -54.22661209106445, 'logps/rejected': -61.263511657714844, 'logits/chosen': 1.9104728698730469, 'logits/rejected': 1.7925488948822021, 'epoch': 0.03}
{'loss': 0.6477, 'grad_norm': 135.0, 'learning_rate': 2.9411764705882355e-06, 'rewards/chosen': 0.0610540397465229, 'rewards/rejected': -0.032846830785274506, 'rewards/accuracies': 1.0, 'rewards/margins': 0.09390087425708771, 'logps/chosen': -55.55427551269531, 'logps/rejected': -62.048370361328125, 'logits/chosen': 0.6856900453567505, 'logits/rejected': 0.8442099094390869, 'epoch': 0.03}
{'loss': 0.7184, 'grad_norm': 104.0, 'learning_rate': 3.0252100840336137e-06, 'rewards/chosen': -0.011579323559999466, 'rewards/rejected': 0.03725414350628853, 'rewards/accuracies': 0.25, 'rewards/margins': -0.048833467066287994, 'logps/chosen': -62.589324951171875, 'logps/rejected': -64.99143981933594, 'logits/chosen': 0.6950861215591431, 'logits/rejected': 0.836886465549469, 'epoch': 0.03}
{'loss': 0.6717, 'grad_norm': 96.5, 'learning_rate': 3.109243697478992e-06, 'rewards/chosen': 0.0010440349578857422, 'rewards/rejected': -0.042377471923828125, 'rewards/accuracies': 1.0, 'rewards/margins': 0.04342150688171387, 'logps/chosen': -52.644447326660156, 'logps/rejected': -69.295166015625, 'logits/chosen': 0.5188303589820862, 'logits/rejected': 0.7604701519012451, 'epoch': 0.03}
{'loss': 0.6669, 'grad_norm': 101.0, 'learning_rate': 3.1932773109243696e-06, 'rewards/chosen': 0.06870508193969727, 'rewards/rejected': 0.014386367052793503, 'rewards/accuracies': 0.75, 'rewards/margins': 0.05431871861219406, 'logps/chosen': -69.22187805175781, 'logps/rejected': -80.93901824951172, 'logits/chosen': 1.065018653869629, 'logits/rejected': 1.0223643779754639, 'epoch': 0.03}
{'loss': 0.6602, 'grad_norm': 88.0, 'learning_rate': 3.2773109243697483e-06, 'rewards/chosen': 0.04834642633795738, 'rewards/rejected': -0.019475840032100677, 'rewards/accuracies': 0.75, 'rewards/margins': 0.06782226264476776, 'logps/chosen': -74.02647399902344, 'logps/rejected': -70.75782012939453, 'logits/chosen': 1.210484266281128, 'logits/rejected': 0.9953186511993408, 'epoch': 0.03}
{'loss': 0.6864, 'grad_norm': 86.0, 'learning_rate': 3.3613445378151265e-06, 'rewards/chosen': 0.0031822212040424347, 'rewards/rejected': -0.01122303120791912, 'rewards/accuracies': 0.25, 'rewards/margins': 0.01440525334328413, 'logps/chosen': -65.3360595703125, 'logps/rejected': -67.94868469238281, 'logits/chosen': 0.9182340502738953, 'logits/rejected': 0.925972580909729, 'epoch': 0.03}
{'loss': 0.6544, 'grad_norm': 87.5, 'learning_rate': 3.4453781512605043e-06, 'rewards/chosen': 0.028947828337550163, 'rewards/rejected': -0.05612153559923172, 'rewards/accuracies': 0.5, 'rewards/margins': 0.08506937325000763, 'logps/chosen': -77.6818618774414, 'logps/rejected': -76.74671173095703, 'logits/chosen': 1.716662883758545, 'logits/rejected': 1.8736560344696045, 'epoch': 0.04}
{'loss': 0.619, 'grad_norm': 128.0, 'learning_rate': 3.529411764705883e-06, 'rewards/chosen': 0.10476188361644745, 'rewards/rejected': -0.050947003066539764, 'rewards/accuracies': 1.0, 'rewards/margins': 0.1557088941335678, 'logps/chosen': -74.84661102294922, 'logps/rejected': -91.92750549316406, 'logits/chosen': 1.2768973112106323, 'logits/rejected': 1.4407089948654175, 'epoch': 0.04}
{'loss': 0.6738, 'grad_norm': 95.0, 'learning_rate': 3.6134453781512607e-06, 'rewards/chosen': -0.03840217739343643, 'rewards/rejected': -0.083111472427845, 'rewards/accuracies': 0.5, 'rewards/margins': 0.044709302484989166, 'logps/chosen': -50.715660095214844, 'logps/rejected': -49.012271881103516, 'logits/chosen': 0.8282833695411682, 'logits/rejected': 0.7293099164962769, 'epoch': 0.04}
{'loss': 0.7043, 'grad_norm': 126.0, 'learning_rate': 3.6974789915966393e-06, 'rewards/chosen': -0.0368993766605854, 'rewards/rejected': -0.015435410663485527, 'rewards/accuracies': 0.25, 'rewards/margins': -0.021463967859745026, 'logps/chosen': -75.58480072021484, 'logps/rejected': -88.97268676757812, 'logits/chosen': 1.3949763774871826, 'logits/rejected': 1.3289251327514648, 'epoch': 0.04}
{'loss': 0.6924, 'grad_norm': 154.0, 'learning_rate': 3.781512605042017e-06, 'rewards/chosen': -0.1259334534406662, 'rewards/rejected': -0.12852393090724945, 'rewards/accuracies': 0.5, 'rewards/margins': 0.002590470016002655, 'logps/chosen': -83.93240356445312, 'logps/rejected': -83.8072280883789, 'logits/chosen': 0.8555456399917603, 'logits/rejected': 0.7059364318847656, 'epoch': 0.04}
{'loss': 0.6482, 'grad_norm': 99.5, 'learning_rate': 3.865546218487396e-06, 'rewards/chosen': -0.0012189846020191908, 'rewards/rejected': -0.0961402952671051, 'rewards/accuracies': 0.75, 'rewards/margins': 0.0949213057756424, 'logps/chosen': -66.99087524414062, 'logps/rejected': -59.45212173461914, 'logits/chosen': 0.8302897810935974, 'logits/rejected': 0.7155977487564087, 'epoch': 0.04}
{'loss': 0.6133, 'grad_norm': 148.0, 'learning_rate': 3.9495798319327735e-06, 'rewards/chosen': -0.0959877073764801, 'rewards/rejected': -0.2654511630535126, 'rewards/accuracies': 1.0, 'rewards/margins': 0.16946345567703247, 'logps/chosen': -94.61498260498047, 'logps/rejected': -91.00092315673828, 'logits/chosen': 1.37080979347229, 'logits/rejected': 1.1834625005722046, 'epoch': 0.04}
{'loss': 0.6511, 'grad_norm': 127.0, 'learning_rate': 4.033613445378151e-06, 'rewards/chosen': -0.08868847042322159, 'rewards/rejected': -0.17818164825439453, 'rewards/accuracies': 0.5, 'rewards/margins': 0.08949318528175354, 'logps/chosen': -65.14635467529297, 'logps/rejected': -88.85649871826172, 'logits/chosen': 0.8841888904571533, 'logits/rejected': 0.6718670725822449, 'epoch': 0.04}
{'loss': 0.59, 'grad_norm': 110.5, 'learning_rate': 4.11764705882353e-06, 'rewards/chosen': 0.0465581901371479, 'rewards/rejected': -0.18050213158130646, 'rewards/accuracies': 0.75, 'rewards/margins': 0.22706031799316406, 'logps/chosen': -76.74410247802734, 'logps/rejected': -81.3088607788086, 'logits/chosen': 0.7894367575645447, 'logits/rejected': 0.372803270816803, 'epoch': 0.04}
{'loss': 0.6086, 'grad_norm': 121.0, 'learning_rate': 4.201680672268908e-06, 'rewards/chosen': -0.1693429946899414, 'rewards/rejected': -0.36136019229888916, 'rewards/accuracies': 0.75, 'rewards/margins': 0.19201718270778656, 'logps/chosen': -81.66567993164062, 'logps/rejected': -92.04637145996094, 'logits/chosen': 0.7692544460296631, 'logits/rejected': 0.6268198490142822, 'epoch': 0.04}
{'loss': 0.6564, 'grad_norm': 119.0, 'learning_rate': 4.2857142857142855e-06, 'rewards/chosen': -0.14192171394824982, 'rewards/rejected': -0.23437491059303284, 'rewards/accuracies': 0.5, 'rewards/margins': 0.09245319664478302, 'logps/chosen': -75.92654418945312, 'logps/rejected': -68.63253784179688, 'logits/chosen': 1.2770127058029175, 'logits/rejected': 0.9291939735412598, 'epoch': 0.04}
{'loss': 0.6292, 'grad_norm': 101.0, 'learning_rate': 4.369747899159664e-06, 'rewards/chosen': -0.21800193190574646, 'rewards/rejected': -0.3520078659057617, 'rewards/accuracies': 0.75, 'rewards/margins': 0.13400591909885406, 'logps/chosen': -49.985958099365234, 'logps/rejected': -72.68128204345703, 'logits/chosen': 1.2359445095062256, 'logits/rejected': 0.7073251605033875, 'epoch': 0.04}
{'loss': 0.6263, 'grad_norm': 150.0, 'learning_rate': 4.453781512605043e-06, 'rewards/chosen': -0.14141015708446503, 'rewards/rejected': -0.2917417585849762, 'rewards/accuracies': 0.75, 'rewards/margins': 0.15033158659934998, 'logps/chosen': -106.16680908203125, 'logps/rejected': -109.7576904296875, 'logits/chosen': 1.0614506006240845, 'logits/rejected': 1.145553708076477, 'epoch': 0.05}
{'loss': 0.668, 'grad_norm': 104.5, 'learning_rate': 4.5378151260504205e-06, 'rewards/chosen': -0.1594691276550293, 'rewards/rejected': -0.2143757939338684, 'rewards/accuracies': 0.5, 'rewards/margins': 0.05490666255354881, 'logps/chosen': -52.69758605957031, 'logps/rejected': -55.89415740966797, 'logits/chosen': 0.6578592658042908, 'logits/rejected': 0.6448701620101929, 'epoch': 0.05}
{'loss': 0.6348, 'grad_norm': 100.5, 'learning_rate': 4.621848739495799e-06, 'rewards/chosen': -0.06763020157814026, 'rewards/rejected': -0.19704188406467438, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1294116973876953, 'logps/chosen': -92.75811767578125, 'logps/rejected': -99.76541137695312, 'logits/chosen': 0.894562840461731, 'logits/rejected': 0.855180025100708, 'epoch': 0.05}
{'loss': 0.6217, 'grad_norm': 108.0, 'learning_rate': 4.705882352941177e-06, 'rewards/chosen': -0.14138145744800568, 'rewards/rejected': -0.2965313196182251, 'rewards/accuracies': 0.75, 'rewards/margins': 0.15514984726905823, 'logps/chosen': -90.18763732910156, 'logps/rejected': -103.4145736694336, 'logits/chosen': 1.1102356910705566, 'logits/rejected': 1.1444131135940552, 'epoch': 0.05}
{'loss': 0.7096, 'grad_norm': 72.5, 'learning_rate': 4.7899159663865555e-06, 'rewards/chosen': -0.2294403314590454, 'rewards/rejected': -0.19820471107959747, 'rewards/accuracies': 0.25, 'rewards/margins': -0.03123560920357704, 'logps/chosen': -64.42168426513672, 'logps/rejected': -66.75750732421875, 'logits/chosen': 1.3722529411315918, 'logits/rejected': 1.216265320777893, 'epoch': 0.05}
{'loss': 0.551, 'grad_norm': 137.0, 'learning_rate': 4.873949579831933e-06, 'rewards/chosen': -0.3785160183906555, 'rewards/rejected': -0.715779721736908, 'rewards/accuracies': 0.75, 'rewards/margins': 0.33726370334625244, 'logps/chosen': -97.59147644042969, 'logps/rejected': -115.15916442871094, 'logits/chosen': -0.04920763894915581, 'logits/rejected': -0.01449015736579895, 'epoch': 0.05}
{'loss': 0.5719, 'grad_norm': 86.5, 'learning_rate': 4.957983193277311e-06, 'rewards/chosen': -0.47977983951568604, 'rewards/rejected': -0.7620254158973694, 'rewards/accuracies': 1.0, 'rewards/margins': 0.28224557638168335, 'logps/chosen': -69.74016571044922, 'logps/rejected': -67.98623657226562, 'logits/chosen': 0.17114414274692535, 'logits/rejected': -0.036496758460998535, 'epoch': 0.05}
{'loss': 0.6488, 'grad_norm': 139.0, 'learning_rate': 5.04201680672269e-06, 'rewards/chosen': -0.10413427650928497, 'rewards/rejected': -0.20126008987426758, 'rewards/accuracies': 0.5, 'rewards/margins': 0.0971258133649826, 'logps/chosen': -68.53641510009766, 'logps/rejected': -69.12716674804688, 'logits/chosen': 1.084984302520752, 'logits/rejected': 0.8602355718612671, 'epoch': 0.05}
{'loss': 0.6885, 'grad_norm': 97.0, 'learning_rate': 5.1260504201680675e-06, 'rewards/chosen': -0.19150801002979279, 'rewards/rejected': -0.2076455056667328, 'rewards/accuracies': 0.75, 'rewards/margins': 0.0161375030875206, 'logps/chosen': -75.9290771484375, 'logps/rejected': -70.62594604492188, 'logits/chosen': 1.3825104236602783, 'logits/rejected': 1.1233184337615967, 'epoch': 0.05}
{'loss': 0.6716, 'grad_norm': 107.5, 'learning_rate': 5.210084033613446e-06, 'rewards/chosen': -0.4723627269268036, 'rewards/rejected': -0.5162521004676819, 'rewards/accuracies': 1.0, 'rewards/margins': 0.043889425694942474, 'logps/chosen': -78.49459838867188, 'logps/rejected': -79.50071716308594, 'logits/chosen': 0.08735142648220062, 'logits/rejected': -0.1228189617395401, 'epoch': 0.05}
{'loss': 0.606, 'grad_norm': 96.5, 'learning_rate': 5.294117647058824e-06, 'rewards/chosen': -0.3085800111293793, 'rewards/rejected': -0.5075989961624146, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1990189552307129, 'logps/chosen': -68.82244873046875, 'logps/rejected': -69.4741439819336, 'logits/chosen': 0.46290677785873413, 'logits/rejected': 0.4113534688949585, 'epoch': 0.05}
{'loss': 0.6281, 'grad_norm': 94.0, 'learning_rate': 5.378151260504202e-06, 'rewards/chosen': -0.5147514343261719, 'rewards/rejected': -0.6713741421699524, 'rewards/accuracies': 0.75, 'rewards/margins': 0.15662269294261932, 'logps/chosen': -72.89017486572266, 'logps/rejected': -80.8218994140625, 'logits/chosen': 0.6703137159347534, 'logits/rejected': 0.649837076663971, 'epoch': 0.06}
{'loss': 0.648, 'grad_norm': 198.0, 'learning_rate': 5.4621848739495795e-06, 'rewards/chosen': -0.47913816571235657, 'rewards/rejected': -0.5854350328445435, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1062968373298645, 'logps/chosen': -98.32228088378906, 'logps/rejected': -76.25743103027344, 'logits/chosen': 0.038613781332969666, 'logits/rejected': 0.493732213973999, 'epoch': 0.06}
{'loss': 0.6323, 'grad_norm': 160.0, 'learning_rate': 5.546218487394959e-06, 'rewards/chosen': -0.3247404992580414, 'rewards/rejected': -0.4546828269958496, 'rewards/accuracies': 0.75, 'rewards/margins': 0.12994231283664703, 'logps/chosen': -63.349266052246094, 'logps/rejected': -101.43277740478516, 'logits/chosen': 0.30330830812454224, 'logits/rejected': 0.6690996289253235, 'epoch': 0.06}
